date,press,headline
1178,March 02 2016, THE ASSOCIATED PRESS," ""E.P.A. Says Insecticide Harms Aquatic Animals"""
1179,March 02 2016, THE ASSOCIATED PRESS," ""Olympus to Pay $646 Million to Settle Bribery Claims"""
1180,March 02 2016, ALEXANDRA STEVENSON," ""Argentina’s Hedge Fund Deal Frustrates Small Bondholders"""
1181,March 02 2016, STEVEN DAVIDOFF SOLOMON," ""Tenure Voting Could Shift the Balance of Corporate Power"""
1182,March 02 2016, LIZ MOYER," ""Lawmakers Urge Greater Care With Sales of Distressed Mortgages"""
1183,March 02 2016, EDUARDO PORTER," ""British Columbia’s Carbon Tax Yields Real-World Lessons"""
1184,March 02 2016, BILL VLASIC," ""Auto Sales Up, Helped by Cheap Gas and Easy Credit"""
1185,March 02 2016, KATIE ROGERS," ""Erin Andrews Says Hotel Could Have Prevented Stalker From Filming Her"""
1186,March 02 2016, JOHN KOBLIN," ""CBS Hires a ‘Good Morning America’ Host for Streaming Service"""
1187,March 02 2016, REUTERS," ""Construction Spending Rises And Manufacturing Steadies"""
1188,March 02 2016, JEFFREY GOLDFARB," ""A Taunt From Dimon That Wells Fargo Would Be Reckless to Heed"""
1189,March 02 2016, ALEXANDRA ALTER," ""New Offer by Hachette for Perseus Is Approved   """
1190,March 02 2016, CHAD BRAY and MICHAEL J. de la MERCED," ""SABMiller Sells Stake in Top Beer"""
1191,March 02 2016, SWAHA PATTANAIK," ""Negative-Yield Bonds for the Nimble Investor"""
1192,March 03 2016, JOHN KOBLIN," ""Former MSNBC Host Says Her Show Deserved a ‘Proper Burial’"""
1193,March 03 2016, MARY WILLIAMS WALSH," ""In Scandal at Puerto Rican Utility,  a Key Player Insists He Took No Bribes"""
1194,March 03 2016, THE NEW YORK TIMES," ""Goldman Executive Hired by TPG for Industrial Acquisitions"""
1195,March 03 2016, PETER EAVIS," ""New Tremors in High Finance Rattle Foundation of Postcrisis Regulations"""
1196,March 03 2016, THE ASSOCIATED PRESS," ""Yahoo Joins E-Sports Rush With Online Channel’s Debut"""
1197,March 03 2016, CHRISTOPHER JENSEN," ""Toyota Adds 331,000 Vehicles to Takata Airbag Recall"""
1198,March 03 2016, MICHAEL CIEPLY," ""Miramax Is Bought by Company From Qatar"""
1199,March 03 2016, JONATHAN SOBLE," ""A Bet on the Homeland Backfires  """
1200,March 03 2016, THE ASSOCIATED PRESS," ""Fed Report Shows U.S. Economy Gaining Strength"""
1201,March 03 2016, JOHN KOBLIN," ""Super Tuesday Coverage Delivers Strong TV Ratings"""
1202,March 03 2016, JACK EWING," ""A VW Memo in 2014 Told  of Its Emissions Problems"""
1203,March 03 2016, CLIFFORD KRAUSS," ""Indicted a Day Earlier, an Energy Tycoon Dies in an Auto Crash"""
1204,March 03 2016, LIZ MOYER," ""Sports Authority Bankruptcy Part of Larger Wave"""
1205,March 03 2016, STANLEY REED," ""Business Briefing; Niger Delta Communities Sue Shell Over Pipeline Spills"""
1206,March 03 2016, OLAF STORBECK," ""Turnaround at Rolls-Royce Could Be Imperiled"""
1207,March 03 2016, EMILY STEEL," ""Verizon and Hearst Join for a Mobile TV Venture"""
1208,March 03 2016, JANET MORRISSEY," ""A Novel Glue Rises From Clever Repairs to Social Media Hit"""
1209,March 03 2016, SYDNEY EMBER and RAVI SOMAIYA," ""Tribune Publishing to Combine Editor and Publisher Roles at Its Newspapers"""
1210,March 03 2016, ALEXANDRA ALTER," ""A Site for Technology News Expands Into Storytelling"""
1211,March 03 2016, LESLIE PICKER," ""Goldman Sachs’s Eric Dobkin, Father of Modern I.P.O., to Retire"""
1212,March 04 2016, MICHAEL J. de la MERCED and MICHAEL CIEPLY," ""AMC Deal Will Create Largest Cinema Chain in U.S."""
1213,March 04 2016, NOAM SCHEIBER," ""The Last Pension Domino"""
1214,March 04 2016, CLIFFORD KRAUSS," ""Hard-Charging Wildcatter Was Making Global Deals Until the End"""
1215,March 04 2016, STEPHANIE STROM and VINOD SREEHARSHA," ""Brazil Opens Investigation Into McDonald’s """
1216,March 04 2016, MICHAEL J. de la MERCED," ""Samsonite  to Buy Tumi for $1.8 Billion"""
1217,March 04 2016, REUTERS," ""Gun Maker Says ‘News Events’ Drove Firearm Sales Higher"""
1218,March 04 2016, THE ASSOCIATED PRESS," ""Herbalife Says Database Error Led to Misstatement on Member Growth"""
1219,March 04 2016, ALEXANDRA ALTER," ""Perseus Books Sells Distribution Unit to Ingram"""
1220,March 04 2016, ELIZABETH OLSON," ""A Law School Opens Doors to a Rarefied Realm"""
1221,March 04 2016, ALEXANDRA ALTER," ""Why Barnes & Noble Isn’t Going Away Yet"""
1222,March 04 2016, JAMES B. STEWART," ""Republicans Have Stake in a Deal on a Justice"""
1223,March 04 2016, REUTERS," ""Jobless Claims Up, but Layoffs Fell Sharply in February  """
1224,March 04 2016, MICHAEL J. de la MERCED," ""Elliott Discloses Stake in Qlik Technologies"""
1225,March 04 2016, LESLIE PICKER," ""Goldman Sachs Expands Philanthropic Fund to Younger Workers"""
1226,March 04 2016, THE ASSOCIATED PRESS," ""Energy Shares Lead Way to Modest Market Gain Late in Day"""
1227,March 04 2016, CHAD BRAY," ""UBS’s French Business Faces Inquiry Into Possible Witness Tampering"""
1228,March 04 2016, REUTERS," ""Adidas Reports Upbeat Forecast Ahead of Big Sporting Events"""
1229,March 03 2016, JOHN KOBLIN," ""Former MSNBC Host Says Her Show Deserved a ‘Proper Burial’"""
1230,March 03 2016, MARY WILLIAMS WALSH," ""In Scandal at Puerto Rican Utility,  a Key Player Insists He Took No Bribes"""
1231,March 03 2016, THE NEW YORK TIMES," ""Goldman Executive Hired by TPG for Industrial Acquisitions"""
1232,March 05 2016, WILLIAM GRIMES," ""Ralph Baruch, Who Shaped Viacom’s Rise, Dies at 92"""
1233,March 05 2016, REUTERS," ""Mexican Tycoon Opens Bid to Take Over FCC of Spain"""
1234,March 05 2016, THE ASSOCIATED PRESS," ""Falling Exports Raised U.S. Trade Deficit in January"""
1235,March 05 2016, THE ASSOCIATED PRESS," ""Maine Seafood Catch Set Value Record in 2015"""
1236,March 05 2016, REUTERS," ""BP Chief Gets 20% Raise in Year of Major Loss"""
1237,March 05 2016, THE ASSOCIATED PRESS," ""Boeing Is Working on a Bathroom That Cleans Itself"""
1238,March 05 2016, PETER EAVIS," ""Fed Proposes Rule Capping Business Among Banks"""
1239,March 05 2016, ROBYN MAK," ""AMC Move to Buy Carmike Is a Sensible One for Wang Jianlin"""
1240,March 05 2016, CHRISTINE HAUSER," ""Rupert Murdoch and Jerry Hall Marry in London"""
1241,March 05 2016, CHAD BRAY," ""Metro Bank Raises $564 Million Ahead of London Listing"""
1242,March 05 2016, JOHN KOBLIN," ""Media; Republican Debate on Fox News Draws Nearly 17 Million Viewers"""
1243,March 05 2016, LESLIE PICKER and JULIE CRESWELL," ""An Architect  of a Merger, Now Its Foe"""
1244,March 05 2016, EDWARD WONG," ""Facing Skepticism on Its Data, China Adjusts Growth Target"""
1245,March 05 2016, CHRISTOPHER JENSEN," ""Investigation Opened Into Ford F-150 After Brake Failure Reports"""
1246,March 05 2016, THE ASSOCIATED PRESS," ""Brisk Job Creation Nudges Stocks Higher"""
1247,March 05 2016, MARY WILLIAMS WALSH," ""Retirees Win Lengthy Pension Fight With Renco"""
1248,March 05 2016, JOHN KOBLIN," ""Megyn Kelly and Donald Trump Avoid Hostilities"""
1249,March 05 2016, REUTERS," ""WPP, World’s Largest Ad Agency, Reports Strong 2015 Growth"""
1250,March 05 2016, PATRICIA COHEN," ""Strong Hiring Lures Jobless to Look Again"""
1251,March 04 2016, MICHAEL J. de la MERCED and MICHAEL CIEPLY," ""AMC Deal Will Create Largest Cinema Chain in U.S."""
1252,March 06 2016, REUTERS," ""China Trying to Find Balance of Stable Yuan, Monetary Policy Adjustments and Capital Flows-Stats Bureau"""
1253,March 06 2016, REUTERS," ""BOJ's Kuroda-Japan's Fundamentals Remain Strong"""
1254,March 06 2016, REUTERS," ""China's Economic Fundamentals Sound-Central Bank Vice Governor"""
1255,March 06 2016, REUTERS," ""China's Fiscal Income to Slow but Room for More Government Debt-Finance Minister"""
1256,March 06 2016, REUTERS," ""Asian Shares Hit Two-Month High After Solid U.S. Job Growth"""
1257,March 06 2016, ELI ROSENBERG," ""Crosswords Seemingly Copied From The New York Times Questioned"""
1258,March 06 2016, ROB WALKER," ""A City Weighed Down by the Welcome Mat"""
1259,March 06 2016, ANDREW POLLACK," ""Seeking a Zika Dividend"""
1260,March 05 2016, WILLIAM GRIMES," ""Ralph Baruch, Who Shaped Viacom’s Rise, Dies at 92"""
1261,March 05 2016, REUTERS," ""Mexican Tycoon Opens Bid to Take Over FCC of Spain"""
1262,March 06 2016, DEBORAH L. JACOBS," ""Our Overseas Education"""
1263,March 05 2016, THE ASSOCIATED PRESS," ""Falling Exports Raised U.S. Trade Deficit in January"""
1264,March 05 2016, THE ASSOCIATED PRESS," ""Maine Seafood Catch Set Value Record in 2015"""
1265,March 05 2016, REUTERS," ""BP Chief Gets 20% Raise in Year of Major Loss"""
1266,March 05 2016, THE ASSOCIATED PRESS," ""Boeing Is Working on a Bathroom That Cleans Itself"""
1267,March 05 2016, PETER EAVIS," ""Fed Proposes Rule Capping Business Among Banks"""
1268,March 06 2016, CONRAD DE AENLLE," ""Retirees, Who’s  on the Hook  for Your Pension?"""
1269,March 06 2016, DEBORAH L. JACOBS," ""The Cautious Host"""
1270,March 06 2016, BRADEN PHILLIPS," ""Ads for Old and Young"""
1271,March 06 2016, JOHN HANC," ""Movers Who Help  Older Customers Stay in Their Homes"""
1272,March 07 2016, REUTERS," ""BOJ Kuroda-Not Thinking of Taking More Policy Steps Now"""
1273,March 07 2016, REUTERS," ""British Handbag Maker Mulberry Appoints New Financial Director"""
1274,March 07 2016, STEPHANIE STROM," ""To Feed Sales, Companies Are Reimagining the Snack"""
1275,March 07 2016, REUTERS," ""Singapore Bourse to Boost Freight Derivatives With Pursuit of Baltic Exchange"""
1276,March 07 2016, REUTERS," ""Japan's Kuroda Signals Central Bank Easing Done for Now, Will Study Effects"""
1277,March 07 2016, REUTERS," ""Indian Liquor Baron Mallya Says in Talks With Banks to Settle Debt"""
1278,March 07 2016, REUTERS," ""Pharma Crusader Takes India's Drug Regulators to Court"""
1279,March 06 2016, REUTERS," ""China Trying to Find Balance of Stable Yuan, Monetary Policy Adjustments and Capital Flows-Stats Bureau"""
1280,March 06 2016, REUTERS," ""BOJ's Kuroda-Japan's Fundamentals Remain Strong"""
1281,March 06 2016, REUTERS," ""China's Economic Fundamentals Sound-Central Bank Vice Governor"""
1282,March 06 2016, REUTERS," ""China's Fiscal Income to Slow but Room for More Government Debt-Finance Minister"""
1283,March 07 2016, NOAM SCHEIBER," ""The Right Wing’s Casting Agency, and Its Agent"""
1284,March 07 2016, STEPHANIE STROM," ""Trade Group Lobbying for Plant-Based Foods Takes a Seat in Washington"""
1285,March 07 2016, ROBERT D. HOF," ""Marketers Let Emojis Say It With Pictures"""
1286,March 07 2016, GEORGE GENE GUSTINES," ""Obama Pays Tribute to the ‘Peanuts’ Gang"""
1287,March 07 2016, THE NEW YORK TIMES," ""Earnings From Urban Outfitters and Square, and an E.C.B. Meeting"""
1288,March 06 2016, REUTERS," ""Asian Shares Hit Two-Month High After Solid U.S. Job Growth"""
1289,March 07 2016, NOAM SCHEIBER," ""New York Legislators Plan to Introduce Measure on Carried Interest Tax"""
1290,March 07 2016,," ""Treasury Auctions Set for This Week"""
1291,March 07 2016, REUTERS," ""Oscar Munoz Will Return Full Time to United Airlines"""
1292,March 08 2016, ANDREW POLLACK," ""Genetic Test Firm to Make Data Public"""
1293,March 08 2016, ANDREW ROSS SORKIN," ""Lurid Suit Over Hate Mail Embroils Chief of Marvel"""
1294,March 08 2016, JAD MOUAWAD," ""Oil Prices Perk Up, Suggesting to Traders That Rebound Has Taken Hold"""
1295,March 08 2016, NICK MADIGAN," ""Hulk Hogan Takes the Stand in His Trial Against Gawker"""
1296,March 08 2016, THE ASSOCIATED PRESS," ""JetBlue Is Seeking Applications to Train New Pilots to Fly Jets"""
1297,March 08 2016, THE ASSOCIATED PRESS," ""Rise in Consumer Borrowing Is the Smallest Since 2013"""
1298,March 08 2016, DANIEL VICTOR," ""Andrews Is Awarded $55 Million Over Videos"""
1299,March 08 2016, DANIEL VICTOR," ""Business Briefing; Software Demanding a Ransom Targets Mac Operating System"""
1300,March 08 2016, MICHAEL CORKERY," ""Wells Fargo Charged With Fraud in Video Game Start-Up Case"""
1301,March 08 2016, JONATHAN SOBLE and KEITH BRADSHER," ""A Tirade Right Out of the Past"""
1302,March 08 2016, BEN SISARIO," ""Spotify and No. 1 Albums: How Much Does It Help?"""
1303,March 08 2016, CLIFFORD KRAUSS," ""Energy Tycoon Is Remembered for Ambition and Philanthropy"""
1304,March 08 2016, MIKE TIERNEY," ""Travel Insurance Unlikely to Cover Zika Risk"""
1305,March 08 2016, REED ABELSON," ""Retail Health Clinics Result in Higher Spending, Survey Finds"""
1306,March 08 2016, KEVIN ALLISON," ""Dow-DuPont Deal Seems Impermeable to a Bid by BASF"""
1307,March 08 2016, LIZ MOYER," ""Wall Street Bonuses Fell 9 Percent in 2015, and 2016 Isn’t Looking Rosy"""
1308,March 08 2016, LIZ MOYER," ""Royal Bank of Scotland Loses Arbitration Over Botched Firing"""
1309,March 08 2016, ALEXANDRA STEVENSON," ""Hedge Fund Discloses a Federal Investigation"""
1310,March 08 2016, DAVID ZARING," ""Challenge to Global Insurance Rules Could Slow Overhaul"""
1311,March 08 2016, PETER J. HENNING," ""Britain Gets Tougher on Corporate Rule Breakers"""
1312,March 09 2016, LIZ MOYER," ""S.E.C. Fraud Case Says Adviser Puffed Up His Background Online"""
1313,March 09 2016, THE ASSOCIATED PRESS," ""Kanye West Is Making Rounds at Ikea’s Offices in Sweden"""
1314,March 09 2016, KATIE THOMAS," ""Deal Allows Promotion of Off-Label Use of Drug"""
1315,March 09 2016, REUTERS," ""U.S. Oil Production Forecast for 2017 Is Slashed Further"""
1316,March 09 2016, REUTERS," ""New Chief Executive Is Named at J. M. Smucker Company"""
1317,March 09 2016, NICK MADIGAN," ""Under Pointed Questioning in Gawker Trial, Hulk Hogan Keeps Calm Tone"""
1318,March 09 2016, DIANE CARDWELL," ""Whole Foods Plans to Install 100 Rooftop Solar Systems at Stores and Warehouses"""
1319,March 09 2016, SYDNEY EMBER," ""After Sharapova’s Admission,   Sponsors Are Quick to Flee"""
1320,March 09 2016, BROOKS BARNES," ""Charlie Sheen, 9/11 and the Mystery Production Company"""
1321,March 09 2016, JOHN KOBLIN," ""Sarah Paulson on Playing the Bruising Role of Marcia Clark"""
1322,March 09 2016, KEVIN ALLISON," ""Revamped United Airlines Board Could Be a Winning Compromise"""
1323,March 09 2016, RAVI SOMAIYA," ""When Is Hulk Hogan Not Hulk Hogan?"""
1324,March 09 2016, EDUARDO PORTER and FARHAD MANJOO," ""Competing Visions for a Post-Work Future"""
1325,March 09 2016, EDUARDO PORTER," ""Reviving the Working Class Without Building Walls"""
1326,March 09 2016, EMILY STEEL," ""Netflix Finds a Home With Younger and Wealthier Households"""
1327,March 09 2016, JOHN KOBLIN," ""John Oliver Sells Out of ‘Make Donald Drumpf Again’ Caps"""
1328,March 09 2016, BEN SISARIO," ""Frank Zappa’s House Can Be Yours for $9 Million"""
1329,March 09 2016, STEVEN DAVIDOFF SOLOMON," ""A Charity-Minded Lemonade Stand Meets Silicon Valley Churn"""
1330,March 09 2016, BRETT COLE," ""Vale May Take Stake in Fortescue, an Australian Rival"""
1331,March 09 2016, THE ASSOCIATED PRESS," ""Broad Retreat in Market After a Weak Report on China Trade"""
1332,March 10 2016, JONATHAN KANDELL," ""John Gutfreund, 86, Dies; Ran Salomon Brothers at Its Apex"""
1333,March 10 2016, MICHAEL J. de la MERCED," ""Nasdaq to Buy International Securities Exchange"""
1334,March 10 2016, THE ASSOCIATED PRESS," ""Dos Equis Is Replacing Actor in ‘Most Interesting Man’ Ads"""
1335,March 10 2016, NICK MADIGAN," ""Editor Jolts Courtroom in Hulk Hogan Trial"""
1336,March 10 2016, LANDON THOMAS Jr," ""Funds Resist S.E.C. Plan to Pump Up Risk Buffer"""
1337,March 10 2016, JAD MOUAWAD," ""As Passenger Ire Rises, Bill Is Introduced to Restrict ‘Ridiculous’ Airline Fees"""
1338,March 10 2016, BEN SISARIO," ""A Producer Who Altered Pop Music by Pushing the Limits of the Possible"""
1339,March 10 2016, JAD MOUAWAD," ""Head of VWin U.S. Is Outand DealersAre Alarmed"""
1340,March 10 2016, OWEN GUO," ""Not the Chinese Dream"""
1341,March 10 2016, REUTERS," ""Wholesale Inventories Showed Rise in January"""
1342,March 10 2016, GINA CHON," ""Growth of Financial Tech Industry Requires Unified Regulation"""
1343,March 10 2016, KATIE ROGERS," ""Business Briefing; Orca Whose Killing of Trainer Was Focus of Film Is Ailing"""
1344,March 10 2016, JENNIFER VAN ALLEN," ""A Lumber Executive Loses His Voice and Finds a New Way of Working"""
1345,March 10 2016, THE ASSOCIATED PRESS," ""Small Gains for Market as Oil Rebounds"""
1346,March 10 2016, CHAD BRAY," ""No Mystery Bidder for Burberry; Shares Down Nearly 6 Percent"""
1347,March 10 2016, REUTERS," ""BMW Reports Better-Than-Expected Profit"""
1348,March 10 2016, KATIE THOMAS," ""Valeant Takes Step to Soothe Investors"""
1349,March 10 2016, CHAD BRAY," ""UBS and Deutsche Bank Lose British Tax Case on Bonuses"""
1350,March 09 2016, LIZ MOYER," ""S.E.C. Fraud Case Says Adviser Puffed Up His Background Online"""
1351,March 09 2016, THE ASSOCIATED PRESS," ""Kanye West Is Making Rounds at Ikea’s Offices in Sweden"""
1352,March 11 2016, EMILY STEEL," ""Peace Before Battle"""
1353,March 11 2016, MATTHEW GOLDSTEIN and ALEXANDRA STEVENSON," ""Start of Year Brings Little Relief to Stumbling Hedge Funds"""
1354,March 11 2016, JAMES B. STEWART," ""Hot Luxury Items Turn a Bit Cooler"""
1355,March 11 2016, THE ASSOCIATED PRESS," ""Hedge Fund Owner’s Suit Over F.B.I. Raid May Proceed, Judge Rules"""
1356,March 11 2016, BROOKS BARNES," ""PMK-BNC Absorbs the Boutique Publicity Agency Prime"""
1357,March 11 2016, THE ASSOCIATED PRESS," ""February Deficit Up Slightly From Year Ago, U.S. Reports"""
1358,March 11 2016, THE ASSOCIATED PRESS," ""Fearing Glass Contamination, Nestlé Issues a Limited Recall"""
1359,March 11 2016, LESLIE PICKER and IAN AUSTEN," ""TransCanada Is Said to Have Made Bid for Columbia Pipeline"""
1360,March 11 2016, REUTERS," ""Low Jobless Claims Suggest Strength in Labor Market"""
1361,March 11 2016, KEITH BRADSHER," ""In China, Swapping Stock  for Debt Is a Risky Stopgap"""
