date,press,headline
974,September 23 2016, REUTERS," ""U.S., Canada Native Groups to Join Dakota Access Pipeline Fight"""
975,September 23 2016, REUTERS," ""Company Buys Land Near North Dakota Pipeline Route: Report"""
976,September 23 2016, REUTERS," ""CBS Radio Plans $1.5 Billion Debt Offering Ahead of IPO: Sources"""
977,September 23 2016, THE ASSOCIATED PRESS," ""Yahoo and Facebook Slip; Endo and AAR Gain Ground"""
978,September 23 2016, REUTERS," ""Wells Fargo Hires Law Firm to Advise on Executive Pay: WSJ"""
979,September 23 2016, REUTERS," ""Hanjin Says Cargo Owners Withholding $80 Million in Payments"""
980,September 23 2016, REUTERS," ""IBM, China UnionPay Complete Block Chain Pilot Project on Bank Loyalty Points"""
981,September 23 2016, THE ASSOCIATED PRESS," ""US Rig Count Up 5 This Week to 511"""
982,September 23 2016, REUTERS," ""Fed's Internal Split Tied to Dueling Views on Jobs Outlook"""
983,September 23 2016, REUTERS," ""Payments Group Announces Same-Day ACH Processing Rule for U.S. Banks"""
984,September 23 2016, REUTERS," ""Politics to Trump Central Bankers"""
985,September 23 2016, REUTERS," ""Year's Busiest Week for U.S. IPOs Offers Little Comfort to Banks"""
986,September 23 2016," MIKE ISAAC, KATIE BENNER and MICHAEL J. de la MERCED"," ""In Twitter’s Strategies, a Takeover May Be Next"""
987,September 23 2016, REUTERS," ""Caesars Awaits Creditor Nod on Sweetened Deal for Bankrupt Unit"""
988,September 23 2016, THE ASSOCIATED PRESS," ""Recalls This Week: Battery Packs, Infant Carriers"""
989,September 23 2016, REUTERS," ""Takata Failed to Report 2003 Air Bag Rupture to NHTSA"""
990,September 24 2016, REUTERS," ""Snapchat to Offer Camera-Equipped Sunglasses in First Hardware Push"""
991,September 24 2016, REUTERS," ""Ecuador Hopes OPEC Will Reach Agreement in Algeria, Warns of Risks"""
992,September 24 2016, REUTERS," ""Canada Unifor Union Sets Tentative Strike Deadline for Fiat Chrysler"""
993,September 24 2016, REUTERS," ""Former Employees File Class Action Against Wells Fargo"""
994,September 24 2016, THE ASSOCIATED PRESS," ""Outsider Status, Politics Shield Trump From House Oversight"""
995,September 24 2016, REUTERS," ""Takata Failed to Report 2003 Air Bag Rupture to U.S. Road Authority"""
996,September 24 2016, THE ASSOCIATED PRESS," ""AP FACT CHECK: Trump Off on How Colleges Use Endowments"""
997,September 24 2016, REUTERS," ""U.S. Presidential Contest Takes Center Stage for Investors"""
998,September 24 2016, REUTERS," ""Some Yahoo Users Close Accounts Amid Fears Breach Could Have Ripple Effects"""
999,September 23 2016, REUTERS," ""Target Shakes Up Online Leadership With Eye on Rivals"""
1000,September 24 2016, STEVEN DAVIDOFF SOLOMON," ""How Yahoo’s Data Breach Could Affect Its Deal With Verizon"""
1001,September 23 2016, THE ASSOCIATED PRESS," ""Figures on Government Spending and Debt"""
1002,September 24 2016, SYDNEY EMBER," ""Paramount’s Vice Chairman to Leave, Adding to Upheaval at Viacom"""
1003,September 23 2016, NEAL E. BOUDETTE," ""Tesla Makes Safety Upgrade in Autopilot, to Cars Already on the Road"""
1004,September 23 2016, REUTERS," ""Trump Hotels Settles With N.Y. Attorney General Over Data Breaches"""
1005,September 23 2016, REUTERS," ""U.S., Canada Native Groups to Join Dakota Access Pipeline Fight"""
1006,September 23 2016, REUTERS," ""Company Buys Land Near North Dakota Pipeline Route: Report"""
1007,September 23 2016, REUTERS," ""CBS Radio Plans $1.5 Billion Debt Offering Ahead of IPO: Sources"""
1008,September 23 2016, THE ASSOCIATED PRESS," ""Yahoo and Facebook Slip; Endo and AAR Gain Ground"""
1009,September 23 2016, REUTERS," ""Wells Fargo Hires Law Firm to Advise on Executive Pay: WSJ"""
1010,September 25 2016, REUTERS," ""Germany's Lanxess to Buy Chemtura for About $2.12 Billion in Cash"""
1011,September 25 2016, REUTERS," ""Optimism in Britain's Finance Industry Hits Financial Crisis Low"""
1012,September 25 2016, REUTERS," ""France's CDC Planning Multiple Stake Sales-FT"""
1013,September 25 2016, REUTERS," ""HERE, Automakers Team Up to Share Data on Traffic Conditions"""
1014,September 25 2016, REUTERS," ""When Temporary Is Permanent-EU Court Verdict Fans Calls for Spanish Jobs Overhaul"""
1015,September 25 2016, REUTERS," ""Canada Unifor Union Ratifies C$554-Million New Investment GM Deal"""
1016,September 25 2016, REUTERS," ""Iran Introduces Credit Cards for First Time"""
1017,September 25 2016, THE ASSOCIATED PRESS," ""How to Talk to Your Kids About College Costs"""
1018,September 25 2016, REUTERS," ""Russia Says Reaching Oil Output Freeze Deal Not Critical: RIA"""
1019,September 25 2016, REUTERS," ""Cracks Showing in Germany's Fragile Truce With the ECB"""
1020,September 25 2016, REUTERS," ""Britain to Seek Independent Membership of WTO After Brexit-Newspaper"""
1021,September 25 2016, REUTERS," ""Tencent to Donate 2 Percent of Profit as Chinese Online Charity Grows"""
1022,September 25 2016, REUTERS," ""European Firms Offer Britain Scant Support in Divorce Talks"""
1023,September 25 2016, THE ASSOCIATED PRESS," ""US Guidelines on Self-Driving Cars Get Good Reception at G-7"""
1024,September 24 2016, REUTERS," ""Snapchat to Offer Camera-Equipped Sunglasses in First Hardware Push"""
1025,September 24 2016, REUTERS," ""Ecuador Hopes OPEC Will Reach Agreement in Algeria, Warns of Risks"""
1026,September 25 2016,," ""Comments"""
1027,September 24 2016, REUTERS," ""Canada Unifor Union Sets Tentative Strike Deadline for Fiat Chrysler"""
1028,September 24 2016, REUTERS," ""Former Employees File Class Action Against Wells Fargo"""
1029,September 25 2016, MICHAEL M. GRYNBAUM," ""In Polarized Age, First Debate Is Expected to Be a Rare Draw"""
1030,September 26 2016, REUTERS," ""UK Industry Group Slashes Oil Estimate as Price Drop Hits Investment"""
1031,September 26 2016, REUTERS," ""When Deals Go Bad: China State Firm Managers Spooked by New Liability Rules"""
1032,September 26 2016, REUTERS," ""High Stakes for India's $84 Billion Airwave Auction After Vodafone Play"""
1033,September 26 2016, THE ASSOCIATED PRESS," ""Rates on Short-Term Bills Fall at Weekly US Treasury"""
1034,September 26 2016, REUTERS," ""Canada's Aritzia Prices IPO at Top of Range, to Raise C$400 Million"""
1035,September 26 2016, THE ASSOCIATED PRESS," ""Business Highlights"""
1036,September 26 2016, REUTERS," ""Network Security Company ForeScout Interviews Banks for IPO: Sources"""
1037,September 26 2016, REUTERS," ""Tesla and Supplier Hoerbiger Settle in Court Over Falcon Wing Doors"""
1038,September 26 2016, REUTERS," ""U.S. Labor Department Launches Review of All Wells Fargo Complaints"""
1039,September 26 2016, REUTERS," ""Fed's Kashkari Says No U.S. Rate Hike Was Right Move"""
1040,September 26 2016, REUTERS," ""Lane Says ECB Has to Continue With Current Monetary Policy Strategies"""
1041,September 26 2016, THE ASSOCIATED PRESS," ""Deutsche Bank, Pfizer Slide; Transocean and Chemtura Climb"""
1042,September 26 2016, REUTERS," ""Dozens of Investors Say North Carolina Bathroom Law 'Bad for Business'"""
1043,September 26 2016, REUTERS," ""U.S. Regulators Accuse Palantir of Bias Against Asians"""
1044,September 26 2016, REUTERS," ""CBOE to Buy BATS for $3.2 Billion in Latest Exchange Deal"""
1045,September 26 2016, REUTERS," ""Volkswagen, Bosch Oppose Request for Diesel Documents"""
1046,September 26 2016, REUTERS," ""Ministers Aim to Wrap Up Services Trade Deal in Early December"""
1047,September 26 2016, REUTERS," ""AmEx Can Bar Merchants From Steering Card Customers Elsewhere"""
1048,September 26 2016, REUTERS," ""Fed's Kaplan Not Worried Markets Out of Step on Rate Path"""
1049,September 26 2016, REUTERS," ""Nestle Executive Cantarell Quits After 40 Years, Sparking Reshuffle"""
1050,September 27 2016, REUTERS," ""Wells Fargo CEO Forfeits Millions as Board Orders Review"""
1051,September 27 2016, REUTERS," ""Job Security Fears Hamper Rebound in UK Consumer Confidence"""
1052,September 27 2016, REUTERS," ""Distinctive Dalzell Reopens in Effort to Salvage Steel Jobs"""
1053,September 27 2016, REUTERS," ""Ex-AIG Chief Hank Greenberg, 91, Testifies in Fraud Case"""
1054,September 27 2016, REUTERS," ""RBS to Pay $1.1 Billion to Resolve U.S. Regulator's Mortgage Cases"""
1055,September 27 2016, REUTERS," ""Senate Bill Would Count Munis Toward Bank Liquidity"""
1056,September 27 2016, REUTERS," ""U.S. Prison Investors May Be Rewarded if They Keep Their Nerve"""
1057,September 27 2016, REUTERS," ""Switzerland Notches Up Eighth Straight Win for Global Competitiveness-WEF"""
1058,September 27 2016, REUTERS," ""Onetime Rising Hedge Fund Star John Thaler Considers Comeback"""
1059,September 27 2016, THE ASSOCIATED PRESS," ""Business Highlights"""
1060,September 27 2016, REUTERS," ""Overhaul of NY Penn Station, Post Office Advances"""
1061,September 27 2016, THE ASSOCIATED PRESS," ""Debate Renews Attention on Trump's Tax Returns"""
1062,September 27 2016, THE ASSOCIATED PRESS," ""China's Wanda Group in Talks to Buy Dick Clark Productions"""
1063,September 27 2016, REUTERS," ""Tyson Foods Recalls Chicken Nuggets Sold at Costco Stores"""
1064,September 27 2016, REUTERS," ""Fiat Chrysler CEO Cancels Paris Auto Show Appearance"""
1065,September 27 2016, THE ASSOCIATED PRESS," ""WHY IT MATTERS: Debate Showed How Divisive Trade Has Become"""
1066,September 27 2016, REUTERS," ""ECB's Lane Says Up to Supervisors to Mitigate Risks of Low Rates"""
1067,September 27 2016, REUTERS," ""Dutch Court Ruled in KLM Favour in Pension Dispute-Air France-KLM"""
1068,September 27 2016, REUTERS," ""Supreme Court Declines Financier's Bid to Block SEC Action"""
1069,September 27 2016, REUTERS," ""Nike Orders Miss Estimates as Competition Heats Up"""
1070,September 28 2016, REUTERS," ""Takata to Book $100 Million Special Profit in Second Quarter From U.S. Interiors Unit Sale"""
1071,September 28 2016, REUTERS," ""Ship Shake: Hanjin Woes May Help Float Tech, Data Start-Ups"""
1072,September 28 2016, REUTERS," ""California Replaces Wells Fargo as Underwriter in Two Bond Sales"""
1073,September 28 2016, REUTERS," ""Wells Fargo's CEO Pay Clawback Puts Wall Street Executives on Notice"""
1074,September 28 2016, REUTERS," ""AIG's Ex-CEO Greenberg Cites Lawyers, Accountants in Fraud Defense"""
1075,September 28 2016, REUTERS," ""Fed Risks Getting Behind the Curve if It Delays U.S. Rate Hikes: Mester"""
1076,September 28 2016, REUTERS," ""Icahn Slashes Stake in Transocean by More Than Two Thirds"""
1077,September 28 2016, THE ASSOCIATED PRESS," ""Business Highlights"""
1078,September 28 2016, REUTERS," ""Three Japan Conglomerates Aim to Merge Nuclear Fuel Operations-Source"""
1079,September 28 2016, REUTERS," ""Ex-Gerova Financial President Convicted of Securities Fraud"""
1080,September 28 2016, REUTERS," ""Iraq Questions OPEC Method on Oil Output Estimates"""
1081,September 28 2016, THE ASSOCIATED PRESS," ""Nike and AT&T Slip, While Molson Coors and Cintas Rise"""
1082,September 28 2016, REUTERS," ""Citigroup Becomes Last Big U.S. Bank to Join Payments Network"""
1083,September 28 2016, REUTERS," ""Fed's Mester: Running U.S. Economy Hot Is 'Risky Strategy'"""
1084,September 28 2016, REUTERS," ""Fed's Primal Divide-Is Economy Overheating or Stuck in a Rut?"""
1085,September 28 2016, REUTERS," ""VW CEO Hopeful of Deal With U.S. Authorities by Year-End"""
1086,September 28 2016, REUTERS," ""Och-Ziff Unit to Plead Guilty in U.S. Bribe Probe: Sources"""
1087,September 28 2016, THE ASSOCIATED PRESS," ""Grain Mixed, Livestock Mixed"""
1088,September 28 2016, REUTERS," ""Kelley Blue Book Sees September U.S. Auto Sales Down 2 Percent"""
1089,September 28 2016, REUTERS," ""U.S. Approves Boeing, Lockheed Fighter Jet Sales to Gulf: Sources"""
1090,September 29 2016, REUTERS," ""VW's Skoda to Ponder U.S. Production Amid Market Push"""
1091,September 29 2016, REUTERS," ""Property, Pensions Deal Big Wealth Hit to Britons Born in 1980s"""
1092,September 29 2016, REUTERS," ""UK Consumer Confidence Surges to Pre-Brexit Levels-Survey"""
1093,September 29 2016, REUTERS," ""Elliott Takes 8.1 Percent Stake in Mentor Graphics"""
1094,September 29 2016, THE ASSOCIATED PRESS," ""Business Highlights"""
1095,September 29 2016, REUTERS," ""Judge Takes Over Questioning Ex-AIG Chief Hank Greenberg"""
1096,September 29 2016, REUTERS," ""Egypt Asks Interpol to Take Mubarak-Era Businessman Off Watchlist"""
1097,September 29 2016, REUTERS," ""Citi Equities Executive Bitton Leaves Firm"""
1098,September 29 2016, REUTERS," ""Fed's Bullard Sees Rate Hike This Year as 'Base Case' With Little Ever After"""
1099,September 29 2016, THE ASSOCIATED PRESS," ""Mylan and NextEra Slump; ConAgra, Helmerich & Payne Rise"""
1100,September 29 2016, REUTERS," ""ECB's Lautenschlaeger Says Bank Needs to Craft Exit From Stimulus """
1101,September 29 2016, REUTERS," ""Nutanix IPO Shows Risks of 'Unicorn' Valuations"""
1102,September 29 2016, REUTERS," ""Yum Brands: Micky Pant to Lead Spun-Off Yum China After Split"""
1103,September 29 2016, REUTERS," ""Yellen Says Fed Purchases of Stocks, Corporate Bonds Could Help in a Downturn"""
1104,September 29 2016, REUTERS," ""Salesforce Urges EU to Probe Microsoft, Linkedin Antitrust Issues"""
1105,September 29 2016, REUTERS," ""Video Game Makers Extend Months-Long Rally With New Titles on Tap"""
1106,September 29 2016, REUTERS," ""Google Rebrands Cloud Business, Adds More Artificial Intelligence"""
1107,September 29 2016, REUTERS," ""TD Looks to Acquire Corporate Loans in United States"""
1108,September 29 2016, REUTERS," ""Costco Quarterly Profit Beats on Lower Fees to Visa"""
1109,September 29 2016, REUTERS," ""U.S. Energy Envoy Says OPEC Deal Likely to Be Self Defeating"""
1110,September 30 2016, REUTERS," ""A Deutsche Bank Settlement Overshadows U.S. Equities"""
1111,September 30 2016, REUTERS," ""PM May Orders Employment Law Review as Labour Market Changes"""
1112,September 30 2016, REUTERS," ""Volkswagen Will Pay $1.21 Billion to Settle U.S. Dealer Claims"""
1113,September 30 2016, THE ASSOCIATED PRESS," ""Glaxo Paying $20M to Resolve SEC Charges of China Bribery"""
1114,September 30 2016, THE ASSOCIATED PRESS," ""Allegiant Says It Has Met FAA's Safety-Related Concerns"""
1115,September 30 2016, REUTERS," ""PJT Partners to Step Down as Financial Advisor to Brazil's Oi: Sources"""
1116,September 30 2016, REUTERS," ""Glass Lewis & Co Founder Takes Stake in Struggling SeaWorld"""
1117,September 30 2016, THE ASSOCIATED PRESS," ""Business Highlights"""
1118,September 30 2016, THE ASSOCIATED PRESS," ""Penney Offers Refunds on Questionable Towels, Comforter Set"""
1119,September 30 2016, REUTERS," ""Hammond Says Brexit Deal Should Not Harm Economy-Telegraph"""
1120,September 30 2016, REUTERS," ""Illinois and Chicago Eye Wells Fargo Business Bans"""
1121,September 30 2016, REUTERS," ""United Launch Services Wins $861 Million U.S. Defense Contract: Pentagon"""
1122,September 30 2016, THE ASSOCIATED PRESS," ""A Year of Alphabet: Great for Google, Less So for Moonshots"""
1123,September 30 2016, THE ASSOCIATED PRESS," ""Figures on Government Spending and Debt"""
1124,September 30 2016, REUTERS," ""Yahoo Hack May Become Test Case for SEC Data Breach Disclosure Rules"""
1125,September 30 2016, THE ASSOCIATED PRESS," ""Some American Airlines Workers Say Uniforms Are Causing Rash"""
1126,September 30 2016, REUTERS," ""Viacom Forms Committee to Consider Redstone's CBS Merger Push"""
1127,September 30 2016, REUTERS," ""U.S. Oil Demand Falls for First Time in Six Months in July: EIA"""
1128,September 30 2016, REUTERS," ""Delta, Pilots Negotiators Reach Deal for New Contract"""
1129,September 30 2016, THE ASSOCIATED PRESS," ""Costco, Deutsche Bank and NXP Semi Climb; Cognizant Plunges"""
1130,October 01 2016, REUTERS," ""UK Firms Expect Output Surge in Late 2016 Despite Brexit Vote-CBI"""
1131,October 01 2016, REUTERS," ""Deutsche Bank Executives Heading to U.S. in Coming Days: FAZ"""
1132,October 01 2016, REUTERS," ""German Bank Regulator Warns of Negative Perception Spiral: Report"""
1133,October 01 2016, REUTERS," ""Exclusive: EU Wants Google to Stop Anti-Competitive Android Practices, Fine Expected"""
1134,October 01 2016, REUTERS," ""Germany's Merkel Cannot Afford to Bail Out Deutsche Bank: Media"""
1135,October 01 2016, REUTERS," ""Texas Businessman Wyly Strikes $198 Million Deal With SEC"""
1136,October 01 2016, REUTERS," ""Milan Court Orders Trial Over Monte Dei Paschi Trades-Legal Sources"""
1137,October 01 2016, REUTERS," ""Indians Disclose $10 Billion in Hidden Wealth in Tax Evasion Amnesty"""
1138,October 01 2016, REUTERS," ""Air Berlin Reaches Agreement With Cabin Crew Union"""
1139,October 01 2016, REUTERS," ""Zara Owner Ortega Buys $550 Million Madrid Skyscraper"""
1140,October 01 2016, REUTERS," ""Petronas Weighs Sale to Exit $27 Billion Canada LNG Project: Sources"""
1141,October 01 2016, REUTERS," ""Apple Loses Patent Retrial to VirnetX, Owes $302.4 Million"""
